央视,#genre#
CCTV3,http://www.91dos.cn:4022/rtp/239.61.3.34:9722
CCTV3,http://1.183.141.194:8001/hls/3/index.m3u8
CCTV3,http://121.24.98.229:8090/hls/11/index.m3u8
CCTV3,http://121.18.43.254:10000/hls/3/index.m3u8
CCTV3,http://fxgm.fxjf.work:19901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV3,http://171.108.239.128:8181/tsfile/live/1029_1.m3u8?key=txiptv
CCTV3,http://110.189.102.15:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://125.93.74.27:9002/tsfile/live/0003_1.m3u8?key=txiptv
CCTV3,http://113.57.20.158:9901/tsfile/live/1022_1.m3u8?key=txiptv
CCTV3,http://110.189.102.15:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV3,http://218.77.81.186:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV3,http://222.243.221.54:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV3,http://www.lwfz.fun:8800/rtp/239.16.10.2:2000
CCTV3,http://36.35.16.98:9901/tsfile/live/0001_40.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://27.11.61.36:8003/udp/225.0.4.142:7980
CCTV3,http://iptvcyp.top:9901/tsfile/live/faacts/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://171.8.244.248:808/hls/3/index.m3u8
CCTV3,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8
CCTV3,http://113.101.119.31:8090/hls/115/index.m3u8
CCTV3,http://171.110.10.10:8181/tsfile/live/1014_1.m3u8?key=txiptv
CCTV3,http://119.129.172.208:8081/hls/3/index.m3u8
CCTV3,http://www.lwfz.fun:8800/rtp/239.16.20.3:10030
CCTV3,http://60.12.183.46:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://58.57.21.166:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8
CCTV3,http://111.14.181.15:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://58.57.21.166:9901/tsfile/live/0003_1.m3u8
CCTV3,http://218.241.192.50:8808/rtp/239.3.1.172:8001
CCTV3,http://120.234.5.29:6000/udp/239.20.0.28:3292
CCTV3,http://1b6467f415.iok.la:9931/tsfile/live/1022_1.m3u8
CCTV3,http://111.230.30.193/php/lyd.php?id=6021
CCTV3,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://60.10.139.10:8801/hls/3/index.m3u8
CCTV3,http://221.213.69.82:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8?
CCTV3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/1.m3u8?
CCTV3,http://59.62.8.250:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8?
CCTV3,http://61.138.128.226:19901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV3,http://111.160.17.2:59901/tsfile/live/0003_1.m3u8
CCTV3,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=
CCTV3,http://czkeji.vip:9000/udp/239.252.220.193:5140
CCTV3,http://61.52.158.38:808/hls/3/index.m3u8
CCTV3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226021/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226021/index.m3u8
CCTV3,http://home.yulei.online:9999/rtp/226.0.2.208:9576
CCTV3,http://nas.hssvm.com:8888/rtp/225.1.1.158:5002
CCTV3,http://118.122.2.29:9999/hls/3/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://218.89.240.144:59901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://223.151.49.74:59901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://36.248.137.69:60033/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://222.241.154.37:9901/tsfile/live/23003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://219.159.147.195:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/index.m3u8
CCTV3,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://bl.dchwtq.asia:10000/rtp/239.69.1.122:10370
CCTV3,http://218.80.79.205:4022/udp/239.45.1.68:5140
CCTV3,http://117.27.190.42:9998/tsfile/live/23234_1.m3u8?key=txiptv
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://39.164.202.90:8899/tsfile/live/0003_1.m3u8?key=txiptv
CCTV3,http://58.41.27.144:18888/udp/239.45.1.68:5140
CCTV3,http://14.204.46.247:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://171.108.239.129:8181/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://cn.zzmd.fun:8888/rtp/239.3.1.172:8001
CCTV3,http://219.159.147.195:9901/tsfile/live/1004_1.m3u8?key=txiptv
CCTV3,http://222.241.154.37:9901/tsfile/live/23003_1.m3u8?key=txiptv
CCTV3,http://117.27.190.42:9998/tsfile/live/23234_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
CCTV3,http://1.24.190.98:10080/hls/3/index.m3u8
CCTV3,http://171.108.239.127:8181/tsfile/live/1029_1.m3u8?key=txiptv
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://1.195.111.251:11190/tsfile/live/0003_1.m3u8
CCTV3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://171.107.72.19:4000/udp/239.81.0.231:4056
CCTV3,http://webmail.axxe.top:4022/rtp/239.3.1.172:8001
CCTV3,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8
CCTV3,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000013682/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000013682
CCTV3,http://gmxw.7766.org:808/hls/91/index.m3u8
CCTV4,http://www.yao87.com:4022/udp/239.76.253.154:9000
CCTV4,http://www.yao87.com:4022/udp/239.76.245.195:1234
CCTV4,http://14.29.76.30:9901/tsfile/live/1010_1.m3u8
CCTV4,http://110.178.52.111:8085/udp/239.1.1.10:8010
CCTV4,http://114.252.227.154:8000/rtp/239.3.1.213:4220
CCTV4,http://114.252.227.154:8000/rtp/239.3.1.214:4220
CCTV4,https://edge6a.v2h-cdn.com/cctv4/cctv4.stream/playlist.m3u8
CCTV4,http://121.24.98.21:8090/hls/12/index.m3u8
CCTV4,http://wouu.net:9977/udp/239.93.1.105:5140
CCTV4,http://114.102.38.153:4200/rtp/238.1.78.236:7760
CCTV4,http://www.91dos.cn:4022/rtp/239.61.2.206:9224
CCTV4,http://110.189.102.15:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://fxgm.fxjf.work:19901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://171.108.239.128:8181/tsfile/live/1030_1.m3u8?key=txiptv
CCTV4,http://116.128.242.83:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://125.93.74.27:9002/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://113.57.20.158:9901/tsfile/live/1023_1.m3u8?key=txiptv
CCTV4,http://110.189.102.15:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://222.243.221.54:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://218.77.81.186:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://1.183.141.194:8001/hls/4/index.m3u8
CCTV4,http://171.108.239.127:8181/tsfile/live/1030_1.m3u8?key=txiptv
CCTV4,http://27.11.61.36:8003/udp/225.0.4.176:7980
CCTV4,http://121.24.98.229:8090/hls/12/index.m3u8
CCTV4,http://www.lwfz.fun:8800/rtp/239.16.10.128:2000
CCTV4,http://118.122.2.29:9999/hls/4/index.m3u8
CCTV4,http://61.138.128.226:19901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://121.18.43.254:10000/hls/4/index.m3u8
CCTV4,http://58.57.21.166:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://14.29.76.30:9901/tsfile/live/1010_1.m3u8?key=txiptv
CCTV4,http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV4,http://111.14.181.15:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://120.234.5.29:6000/udp/239.20.0.16:3340
CCTV4,http://1b6467f415.iok.la:9931/tsfile/live/1023_1.m3u8
CCTV4,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010017/1.m3u8
CCTV4,http://218.241.192.50:8808/rtp/239.3.1.105:8092
CCTV4,http://58.57.21.166:9901/tsfile/live/0004_1.m3u8
CCTV4,http://111.230.30.193/php/lyd.php?id=6428
CCTV4,http://36.32.174.67:60080/newlive/live/hls/4/live.m3u8
CCTV4,http://czkeji.vip:9000/udp/239.252.219.193:5140
CCTV4,http://cn.zzmd.fun:8888/rtp/239.3.1.105:8092
CCTV4,http://59.62.8.250:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://14.204.46.220:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://60.10.139.10:8801/hls/4/index.m3u8
CCTV4,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8?
